Filesystem: -ff11- Test: -maxFiles- Result: 10000 Files
Failparam - Mean Erases: 1000, Erase-Deviation: 0, Mean Ionizing Dose: 0, Ionizing Dose Deviation: 0
"pagenumber","erases","writes","reads"
700,640,640,640
701,640,640,640
702,640,640,640
703,640,640,640
704,640,640,640
705,640,640,640
706,640,640,640
707,640,640,640
708,640,640,640
709,640,640,640
710,640,640,640
711,640,640,640
712,640,640,640
713,640,640,640
714,640,640,640
715,640,640,640
716,640,640,640
717,640,640,640
718,640,640,640
719,640,640,640
720,640,640,640
721,640,640,640
722,640,640,640
723,640,640,640
724,640,640,640
725,640,640,640
726,640,640,640
727,640,640,640
728,640,640,640
729,640,640,640
730,640,640,640
731,640,640,640
732,640,640,640
733,640,640,640
734,640,640,640
735,640,640,640
736,640,640,640
737,640,640,640
738,640,640,640
739,640,640,640
740,640,640,640
741,640,640,640
742,640,640,640
743,640,640,640
744,640,640,640
745,640,640,640
746,640,640,640
747,640,640,640
748,640,640,640
749,640,640,640
750,640,640,640
751,640,640,640
752,640,640,640
753,640,640,640
754,640,640,640
755,640,640,640
756,640,640,640
757,640,640,640
758,640,640,640
759,640,640,640
760,640,640,640
761,640,640,640
762,640,640,640
763,640,640,640
764,640,640,640
765,640,640,640
766,640,640,640
767,640,640,640
768,640,640,640
769,640,640,640
770,640,640,640
771,640,640,640
772,640,640,640
773,640,640,640
774,640,640,640
775,640,640,640
776,640,640,640
777,640,640,640
778,640,640,640
779,640,640,640
780,640,640,640
781,640,640,640
782,640,640,640
783,640,640,640
784,640,640,640
785,640,640,640
786,640,640,640
787,640,640,640
788,640,640,640
789,640,640,640
790,640,640,640
791,640,640,640
792,640,640,640
793,640,640,640
794,640,640,640
795,640,640,640
796,640,640,640
797,640,640,640
798,640,640,640
799,640,640,640
800,640,640,640
801,640,640,640
802,640,640,640
803,640,640,640
804,640,640,640
805,640,640,640
806,640,640,640
807,640,640,640
808,640,640,640
809,640,640,640
810,640,640,640
811,640,640,640
812,640,640,640
813,640,640,640
814,640,640,640
815,640,640,640
816,640,640,640
817,640,640,640
818,640,640,640
819,640,640,640
820,640,640,640
821,640,640,640
